theta,rp_Co_re,rp_Co_im,rp_Ni_re,rp_Ni_im,rs_Co_re,rs_Co_im,rs_Ni_re,rs_Ni_im,rp_Co^2_re,rp_Co^2_im,rp_Ni^2_re,rp_Ni^2_im,rs_Co^2_re,rs_Co^2_im,rs_Ni^2_re,rs_Ni^2_im,rp_Ni^2 - rs_Ni^2_re,rp_Ni^2 - rs_Ni^2_im,rp_Ni^2 + rs_Ni^2_re,rp_Ni^2 + rs_Ni^2_im,rp_Co^2 - rs_Co^2_re,rp_Co^2 - rs_Co^2_im,rp_Co^2 + rs_Co^2_re,rp_Co^2 + rs_Co^2_im
68,0.358480382197,0.533148948444,0.344949859236,0.561580787256,-0.92232406105,-0.129718416055,-0.924308616399,-0.136625795485,-0.155739616807,0.382246877613,-0.196382575228,0.387434427027,0.833854806128,0.239284832578,0.835679810357,0.252568799979,-1.03206238558,0.134865627048,0.639297235129,0.640003227006,-0.989594422935,0.142962045035,0.678115189321,0.621531710191
69,0.332444059669,0.541279263057,0.317988157063,0.569796650838,-0.92595304332,-0.12451229881,-0.927899541059,-0.131126806797,-0.182464187806,0.359890151251,-0.223551755273,0.362377173802,0.841885725879,0.230585084029,0.843803318837,0.243345007694,-1.06735507411,0.119032166107,0.620251563564,0.605722181496,-1.02434991369,0.129305067223,0.659421538073,0.59047523528
70,0.304401882705,0.549291406201,0.2889646694,0.577832326556,-0.929584105504,-0.119232754298,-0.931488018074,-0.125551596634,-0.209060542731,0.334410676403,-0.250389617451,0.333946254424,0.849910159508,0.221673746502,0.851906724399,0.233899615829,-1.10229634185,0.100046638596,0.601517106948,0.567845870253,-1.05897070224,0.112736929901,0.640849616777,0.556084422905
71,0.27415594049,0.557085162226,0.25768154056,0.585574408233,-0.933215462185,-0.113880672654,-0.935072173437,-0.119901161794,-0.235182398266,0.305456413166,-0.276497611233,0.301783431252,0.857922291257,0.21255040913,0.859983680937,0.224232479913,-1.13648129217,0.0775509513389,0.583486069704,0.526015911165,-1.09310468952,0.0929060040357,0.622739892991,0.518006822296
72,0.241486974249,0.564533962677,0.223921128068,0.592880892096,-0.936845336939,-0.108456998455,-0.938650146374,-0.114176556208,-0.260382636284,0.272655197016,-0.301367080618,0.265517116336,0.86591626483,0.203214866523,0.868027811301,0.214343682393,-1.16939489192,0.0511734339426,0.566660730683,0.479860798729,-1.12629890111,0.0694403304928,0.605533628547,0.475870063538
73,0.206152769407,0.571478369951,0.187445034248,0.599574383516,-0.940471963922,-0.102962731233,-0.942220091103,-0.10837889136,-0.284088562988,0.235623697244,-0.324353800504,0.224774481704,0.8738861909,0.193667124108,0.876032715985,0.204233537781,-1.20038651649,0.0205409439232,0.55167891548,0.429008019485,-1.15797475389,0.0419565731357,0.589797627912,0.429290821351
74,0.167886899353,0.577717945891,0.147993699765,0.605433716328,-0.944093589466,-0.0973989259289,-0.945780178583,-0.102509336655,-0.305572014031,0.193982549273,-0.344647849696,0.179200751284,0.881826154898,0.183907403181,0.883991982098,0.193902597455,-1.22863983179,-0.0147018461712,0.539344132402,0.37310334874,-1.18739816893,0.0100751460926,0.576254140867,0.377889952454
75,0.126398134422,0.583001124908,0.105286932164,0.610183651543,-0.94770847367,-0.0917666932805,-0.949328598266,-0.0965691197057,-0.323913823258,0.147380509109,-0.361238750526,0.128488729455,0.88973022507,0.173936145645,0.891899192605,0.183351654092,-1.25313794313,-0.0548629246374,0.53066044208,0.311840383547,-1.21364404833,-0.0265556365367,0.565816401812,0.321316654754
76,0.0813709914441,0.587012645494,0.0590259149951,0.613482286144,-0.951314891995,-0.0860672001529,-0.952863559839,-0.0905595265581,-0.337962607721,0.0955316019081,-0.372876456771,0.0724227065458,0.897592460789,0.163754018435,0.899747935818,0.172581745707,-1.27262439259,-0.100159039161,0.526871479047,0.245004452253,-1.23555506851,-0.0682224165274,0.559629853068,0.259285620344
77,0.0324681327888,0.589358037703,0.00889748425662,0.614905790723,-0.954911136845,-0.0803016697983,-0.956383294949,-0.0844819018445,-0.346288716959,0.0382707100566,-0.378029966238,0.0109422291845,0.905406921098,0.153361917595,0.907531815118,0.161594159299,-1.28556178136,-0.150651930115,0.52950184888,0.172536388484,-1.25169563806,-0.115091207539,0.55911820414,0.191632627652
78,-0.0206643437103,0.589544638969,-0.0454182102918,0.613930134299,-0.958495519147,-0.074471382055,-0.95988605893,-0.0783376488683,-0.347135866236,-0.0243651061044,-0.374847395974,-0.0557672158882,0.91316767348,0.142760972009,0.915244458897,0.150390434076,-1.29009185487,-0.206157649964,0.540397062923,0.0946232181878,-1.26030353972,-0.167126078113,0.566031807244,0.118395865904
79,-0.0783872177225,0.586958656227,-0.10423509817,0.60990959194,-0.962066369918,-0.0685776734794,-0.963370132497,-0.0721282296191,-0.338375908218,-0.0920201119595,-0.361124754649,-0.127147972381,0.920868802828,0.131952546763,0.922879530679,0.13897236425,-1.28400428533,-0.266120336631,0.56175477603,0.0118243918687,-1.25924471105,-0.223972658723,0.58249289461,0.0399324348039
80,-0.141051922376,0.580837977953,-0.167841501968,0.602052140762,-0.96562204182,-0.0626219374119,-0.966833823437,-0.065855164717,-0.317477111826,-0.163856626759,-0.334296010413,-0.202098671137,0.928504420603,0.120938246133,0.930430739421,0.127342001393,-1.26472674983,-0.32944067253,0.596134729009,-0.0747566697447,-1.24598153243,-0.284794872891,0.611027308777,-0.0429183806259
81,-0.208974810817,0.57024088121,-0.236470537293,0.589392449103,-0.969160910696,-0.0566056239776,-0.970275468266,-0.0595200332867,-0.281504191047,-0.238331960542,-0.291465144052,-0.278747898231,0.936068674155,0.109719916169,0.937891849956,0.115501656337,-1.22935699401,-0.394249554568,0.646426705903,-0.163246241894,-1.2175728652,-0.348051876712,0.654564483108,-0.128612044373
82,-0.282397909338,0.554011660974,-0.310256983585,0.570764223518,-0.972681377094,-0.0505302400194,-0.973693433869,-0.053124472762,-0.227180341297,-0.312903469615,-0.229512402985,-0.354167172653,0.943555756188,0.0982996468939,0.945256693553,0.103453900612,-1.17476909654,-0.457621073266,0.715744290568,-0.250713272041,-1.17073609749,-0.411203116509,0.716375414891,-0.214603822721
83,-0.361430999384,0.530745809678,-0.389176296002,0.544775432182,-0.976181867762,-0.0443973489643,-0.977086119112,-0.0466701786195,-0.151058747175,-0.383655976822,-0.145322082139,-0.424027369699,0.950959914352,0.0866797740712,0.952519178588,0.0912015674111,-1.09784126073,-0.51522893711,0.80719709645,-0.332825802288,-1.10201866153,-0.470335750893,0.799901167177,-0.29697620275
84,-0.445968839692,0.498760078482,-0.472961106632,0.509792649031,-0.979660837127,-0.0382085706232,-0.980451956418,-0.0401589040422,-0.0498734099108,-0.44486290697,-0.0361963366202,-0.482224190877,0.958275460931,0.0748628805644,0.959673301271,0.0787477520716,-0.995869637891,-0.560971942949,0.923476964651,-0.403476438806,-1.00814887084,-0.519725787535,0.90840205102,-0.370000026406
85,-0.535576995593,0.456077015214,-0.560991261775,0.463944704894,-0.983116768742,-0.031965580924,-0.983789413321,-0.0335924595143,0.0788364744023,-0.488528715135,0.0994665065887,-0.520537850784,0.965496782618,0.062851797258,0.966713156426,0.0660958120751,-0.867246649837,-0.586633662859,1.06617966301,-0.454442038709,-0.886660308216,-0.551380512393,1.04433325702,-0.425676917877
86,-0.62934119148,0.400439774718,-0.65215622688,0.405160998641,-0.986548176708,-0.0256701115769,-0.987096993969,-0.0269727123455,0.235718322117,-0.504026489874,0.261152309438,-0.528456536305,0.972618350338,0.0506496035441,0.973632948292,0.053249366551,-0.712480638854,-0.581705902856,1.23478525773,-0.475207169754,-0.736900028221,-0.554676093418,1.20833667245,-0.45337688633
87,-0.725680237029,0.329381028976,-0.744695132481,0.331265572909,-0.98995360706,-0.0193239496737,-0.990373240606,-0.0203015861278,0.418119944165,-0.47805060636,0.444833960547,-0.493383719407,0.9796347291,0.0382596273643,0.98042700131,0.0402122952857,-0.535593040763,-0.533596014693,1.42526096186,-0.453171424121,-0.561514784936,-0.516310233724,1.39775467327,-0.439790978996
88,-0.822134144561,0.240378247095,-0.836031685304,0.240152420315,-0.993331639123,-0.0129289372211,-0.993616734998,-0.0135810601227,0.618122849976,-0.395246329093,0.641275793848,-0.401550065371,0.986540587866,0.0256854448038,0.987089770873,0.0269887372338,-0.345813977025,-0.428538802605,1.62836556472,-0.374561328137,-0.36841773789,-0.420931773897,1.60466343784,-0.36956088429
89,-0.915160045953,0.131132392405,-0.922639841849,0.130066309117,-0.996680886831,-0.00648697060649,-0.996826099819,-0.00681316858168,0.820322205371,-0.240014252519,0.834347033,-0.240008717748,0.993330709386,0.0129308792338,0.993615854015,0.0135830885294,-0.159268821015,-0.253591806277,1.82796288702,-0.226425629218,-0.173008504015,-0.252945131752,1.81365291476,-0.227083373285
90,-1.0,4.96616249424e-16,-1.0,4.9208837527e-16,-1.0,0.0,-1.0,0.0,1.0,-9.93232498848e-16,1.0,-9.8417675054e-16,1.0,-0.0,1.0,-0.0,-8.881784197e-16,-9.8417675054e-16,2.0,-9.8417675054e-16,-8.881784197e-16,-9.93232498848e-16,2.0,-9.93232498848e-16
